pokemonId,latitude,longitude,appearedLocalTime,cluster
75,25.724831,-100.371765,2016-09-07T22:55:42,2
10,50.133340,14.128592,2016-09-07T22:55:38,3
19,43.769809,-79.212643,2016-09-07T22:55:37,4
119,41.597748,-87.839204,2016-09-07T22:55:35,4
16,34.898167,-77.529562,2016-09-07T22:55:31,4
13,39.744652,-84.088538,2016-09-07T22:55:31,4
96,43.771438,-79.209558,2016-09-07T22:55:31,4
63,25.709178,-100.359307,2016-09-07T22:55:30,2
43,20.477107,-97.449333,2016-09-07T22:55:28,2
133,39.749326,-84.092086,2016-09-07T22:55:27,4
19,25.672803,-100.291082,2016-09-07T22:55:23,2
16,32.834160,-83.635550,2016-09-07T22:55:23,4
11,53.645092,-113.498515,2016-09-07T22:55:21,2
16,35.984264,-96.603660,2016-09-07T22:55:20,2
74,34.614936,-118.216615,2016-09-07T22:55:19,2
14,41.602126,-87.839895,2016-09-07T22:55:18,4
16,48.740643,2.406833,2016-09-07T22:55:17,3
49,25.723321,-100.371151,2016-09-07T22:55:17,2
96,53.554424,-113.515446,2016-09-07T22:55:17,2
74,48.743449,2.400239,2016-09-07T22:55:11,3
16,34.619744,-118.211406,2016-09-07T22:55:07,2
133,26.349138,-80.090463,2016-09-07T22:55:06,4
16,52.413703,16.912973,2016-09-07T22:55:06,3
48,53.642765,-113.514898,2016-09-07T22:55:04,2
19,41.598017,-87.832756,2016-09-07T22:55:01,4
133,25.670132,-100.296517,2016-09-07T22:55:00,2
33,39.650232,-77.705636,2016-09-07T22:54:58,4
84,25.712650,-100.356763,2016-09-07T22:54:51,2
96,39.456497,-77.979709,2016-09-07T22:54:48,4
48,41.598901,-87.842505,2016-09-07T22:54:47,4
23,37.606002,-77.373042,2016-09-07T22:54:46,4
4,39.522865,-84.369525,2016-09-07T22:54:42,4
19,26.231329,-98.195797,2016-09-07T22:54:40,2
23,25.725343,-100.379925,2016-09-07T22:54:38,2
96,49.402013,13.287697,2016-09-07T22:54:38,3
46,34.621665,-118.217072,2016-09-07T22:54:37,2
19,53.644881,-113.505575,2016-09-07T22:54:36,2
85,34.621608,-118.216980,2016-09-07T22:54:33,2
13,39.648388,-77.712165,2016-09-07T22:54:33,4
96,52.999868,6.547276,2016-09-07T22:54:31,3
16,34.900228,-77.525710,2016-09-07T22:54:31,4
19,37.604414,-77.369722,2016-09-07T22:54:30,4
39,37.603529,-77.375912,2016-09-07T22:54:28,4
41,43.767524,-79.208060,2016-09-07T22:54:24,4
27,25.722782,-100.369747,2016-09-07T22:54:23,2
19,32.834490,-83.636880,2016-09-07T22:54:19,4
19,49.399344,13.290498,2016-09-07T22:54:16,3
13,39.644727,-77.706173,2016-09-07T22:54:16,4
98,48.744124,2.401785,2016-09-07T22:54:15,3
19,41.586826,-87.842889,2016-09-07T22:54:15,4
19,41.601747,-87.844654,2016-09-07T22:54:14,4
13,40.977176,-81.300440,2016-09-07T22:54:12,4
35,39.524998,-84.365336,2016-09-07T22:54:11,4
133,26.381204,-80.084353,2016-09-07T22:54:09,4
69,39.523938,-84.366732,2016-09-07T22:54:08,4
17,41.603236,-87.845038,2016-09-07T22:54:08,4
13,39.752929,-84.090353,2016-09-07T22:54:00,4
21,48.615100,-93.386898,2016-09-07T22:53:57,4
96,53.000094,6.547766,2016-09-07T22:53:57,3
37,48.742896,2.407988,2016-09-07T22:53:56,3
41,52.999997,6.563244,2016-09-07T22:53:55,3
17,41.587010,-87.844424,2016-09-07T22:53:54,4
69,53.641400,-113.510250,2016-09-07T22:53:52,2
46,36.854924,-121.422359,2016-09-07T22:53:47,2
118,25.673130,-100.296780,2016-09-07T22:53:47,2
16,39.746324,-84.091426,2016-09-07T22:53:46,4
133,32.834424,-83.637295,2016-09-07T22:53:44,4
19,39.650240,-77.708677,2016-09-07T22:53:43,4
77,36.850921,-119.725184,2016-09-07T22:53:42,2
19,39.741097,-84.084907,2016-09-07T22:53:40,4
48,26.235552,-98.197249,2016-09-07T22:53:40,2
58,36.852330,-121.421109,2016-09-07T22:53:36,2
16,41.599379,-87.843042,2016-09-07T22:53:35,4
92,52.998151,6.546320,2016-09-07T22:53:35,3
133,41.601652,-87.843733,2016-09-07T22:53:34,4
104,25.709962,-100.357290,2016-09-07T22:53:34,2
41,41.602503,-87.835059,2016-09-07T22:53:33,4
19,36.853565,-121.421555,2016-09-07T22:53:32,2
43,39.523129,-84.366650,2016-09-07T22:53:30,4
118,32.839047,-83.638459,2016-09-07T22:53:27,4
58,25.722700,-100.370888,2016-09-07T22:53:26,2
16,26.236029,-98.196908,2016-09-07T22:53:24,2
43,39.748499,-84.090023,2016-09-07T22:53:23,4
129,47.661951,-122.301159,2016-09-07T22:53:21,2
16,36.854348,-121.424324,2016-09-07T22:53:21,2
19,49.740638,15.358542,2016-09-07T22:53:19,3
72,60.396455,5.318358,2016-09-07T22:53:17,3
41,48.744000,2.407731,2016-09-07T22:53:16,3
16,50.130459,14.128031,2016-09-07T22:53:16,3
19,52.336066,-6.459075,2016-09-07T22:53:14,3
118,48.740048,2.397674,2016-09-07T22:53:11,3
16,41.849898,12.587853,2016-09-07T22:53:06,3
123,20.477071,-97.450179,2016-09-07T22:53:04,2
16,41.598948,-87.836671,2016-09-07T22:53:01,4
129,40.924399,9.507954,2016-09-07T22:53:00,3
19,53.642365,-113.514237,2016-09-07T22:52:56,2
21,40.979432,-81.308522,2016-09-07T22:52:55,4
16,32.831732,-83.637877,2016-09-07T22:52:54,4
41,20.479549,-97.448488,2016-09-07T22:52:50,2
50,25.724864,-100.378960,2016-09-07T22:52:50,2
19,41.851214,12.586329,2016-09-07T22:52:49,3
16,39.524426,-84.366814,2016-09-07T22:52:48,4
13,39.753009,-84.090353,2016-09-07T22:52:47,4
41,42.279740,-87.837746,2016-09-07T22:52:44,4
16,39.741794,-84.085980,2016-09-07T22:52:44,4
19,20.478234,-97.451108,2016-09-07T22:52:40,2
98,43.768896,-79.216256,2016-09-07T22:52:39,4
13,52.834930,-6.925163,2016-09-07T22:52:39,3
16,32.838578,-83.636132,2016-09-07T22:52:38,4
19,39.523251,-84.357532,2016-09-07T22:52:38,4
29,60.399476,5.306401,2016-09-07T22:52:36,3
37,25.673300,-100.293099,2016-09-07T22:52:36,2
81,60.507913,4.912072,2016-09-07T22:52:33,3
13,26.339742,-80.108964,2016-09-07T22:52:29,4
133,48.742876,2.405183,2016-09-07T22:52:28,3
48,37.603581,-77.375643,2016-09-07T22:52:24,4
118,32.832743,-83.637046,2016-09-07T22:52:17,4
97,53.555469,-113.518169,2016-09-07T22:52:16,2
81,60.513538,4.909879,2016-09-07T22:52:15,3
74,34.620158,-118.214513,2016-09-07T22:52:15,2
19,41.848688,12.587046,2016-09-07T22:52:14,3
39,42.277299,-87.834829,2016-09-07T22:52:13,4
16,42.278204,-87.833831,2016-09-07T22:52:13,4
16,47.663775,-122.299173,2016-09-07T22:52:11,2
39,32.832284,-83.636630,2016-09-07T22:52:11,4
41,48.742531,2.399110,2016-09-07T22:52:05,3
19,25.676678,-100.291871,2016-09-07T22:52:05,2
96,52.996249,6.560928,2016-09-07T22:52:04,3
7,60.395283,5.322677,2016-09-07T22:52:02,3
50,25.724067,-100.378609,2016-09-07T22:52:02,2
56,26.230412,-98.195797,2016-09-07T22:52:01,2
13,39.456356,-77.979888,2016-09-07T22:51:56,4
19,38.853312,-77.345499,2016-09-07T22:51:55,4
19,39.648865,-77.712165,2016-09-07T22:51:55,4
19,49.395896,13.285435,2016-09-07T22:51:53,3
39,39.742447,-84.090931,2016-09-07T22:51:52,4
96,41.603554,-87.845421,2016-09-07T22:51:52,4
18,32.835821,-83.640620,2016-09-07T22:51:52,4
10,40.923324,9.515251,2016-09-07T22:51:51,3
10,25.747900,-80.335367,2016-09-07T22:51:49,4
16,49.396079,13.288717,2016-09-07T22:51:47,3
13,39.524721,-84.357943,2016-09-07T22:51:44,4
129,52.337836,-6.457249,2016-09-07T22:51:44,3
16,49.255971,14.721969,2016-09-07T22:51:43,3
19,32.833763,-83.636381,2016-09-07T22:51:39,4
60,60.516399,4.911145,2016-09-07T22:51:38,3
21,39.522784,-84.369525,2016-09-07T22:51:37,4
42,35.535724,139.459272,2016-09-07T22:51:34,0
29,39.524164,-84.366404,2016-09-07T22:51:31,4
16,39.741316,-84.089198,2016-09-07T22:51:30,4
129,49.258382,14.718973,2016-09-07T22:51:29,3
21,39.460123,-77.971679,2016-09-07T22:51:28,4
16,25.703789,-80.321789,2016-09-07T22:51:26,4
69,25.748248,-80.333713,2016-09-07T22:51:24,4
10,26.382044,-80.081997,2016-09-07T22:51:22,4
46,48.742575,2.404545,2016-09-07T22:51:21,3
17,41.597833,-87.843733,2016-09-07T22:51:19,4
98,48.747806,2.402184,2016-09-07T22:51:13,3
19,39.524934,-84.359011,2016-09-07T22:51:12,4
133,25.724798,-100.378609,2016-09-07T22:51:09,2
43,41.600780,-87.838744,2016-09-07T22:51:07,4
16,52.997247,6.559638,2016-09-07T22:51:07,3
84,34.617668,-118.214604,2016-09-07T22:51:07,2
13,39.522572,-84.368457,2016-09-07T22:51:05,4
19,41.601191,-87.835750,2016-09-07T22:51:03,4
16,48.742648,2.404813,2016-09-07T22:51:03,3
16,41.606070,-87.842428,2016-09-07T22:50:55,4
50,60.528327,4.898169,2016-09-07T22:50:54,3
75,25.725847,-100.377995,2016-09-07T22:50:53,2
21,38.852751,-77.344781,2016-09-07T22:50:51,4
124,49.396747,13.285071,2016-09-07T22:50:51,3
23,25.709367,-100.359220,2016-09-07T22:50:50,2
19,39.651541,-77.705994,2016-09-07T22:50:49,4
43,48.746094,2.401426,2016-09-07T22:50:48,3
74,26.233577,-98.193320,2016-09-07T22:50:48,2
46,41.602424,-87.834982,2016-09-07T22:50:48,4
109,37.606710,-77.372772,2016-09-07T22:50:47,4
39,39.650359,-77.706083,2016-09-07T22:50:46,4
16,38.855184,-77.344242,2016-09-07T22:50:46,4
133,42.278048,-87.837823,2016-09-07T22:50:43,4
66,25.711154,-100.358518,2016-09-07T22:50:40,2
27,26.235527,-98.197677,2016-09-07T22:50:40,2
29,39.744521,-84.090683,2016-09-07T22:50:40,4
19,39.467866,-77.981672,2016-09-07T22:50:39,4
35,48.742884,2.400979,2016-09-07T22:50:39,3
120,48.747652,2.401996,2016-09-07T22:50:38,3
16,36.851068,-121.423341,2016-09-07T22:50:36,2
13,39.524713,-84.357779,2016-09-07T22:50:36,4
19,38.855402,-77.345499,2016-09-07T22:50:31,4
19,38.975277,-77.536818,2016-09-07T22:50:30,4
43,60.400246,5.305320,2016-09-07T22:50:30,3
16,47.662563,-122.300304,2016-09-07T22:50:28,2
96,43.774237,-79.212555,2016-09-07T22:50:27,4
19,37.604507,-77.376630,2016-09-07T22:50:27,4
13,32.833521,-83.636797,2016-09-07T22:50:27,4
25,40.977247,-81.305513,2016-09-07T22:50:25,4
13,38.975602,-77.527949,2016-09-07T22:50:20,4
48,20.481960,-97.450517,2016-09-07T22:50:20,2
74,25.710385,-100.359044,2016-09-07T22:50:17,2
13,42.280318,-87.835750,2016-09-07T22:50:15,4
19,52.997384,6.560217,2016-09-07T22:50:11,3
111,26.230929,-98.194772,2016-09-07T22:50:07,2
52,48.739770,2.403519,2016-09-07T22:50:05,3
20,32.838306,-83.635965,2016-09-07T22:50:00,4
16,49.252885,14.723931,2016-09-07T22:50:00,3
52,37.607294,-77.374387,2016-09-07T22:49:59,4
114,37.604893,-77.371875,2016-09-07T22:49:58,4
13,41.601970,-87.844040,2016-09-07T22:49:58,4
56,25.726106,-100.379486,2016-09-07T22:49:56,2
19,41.603145,-87.840202,2016-09-07T22:49:55,4
16,39.648702,-77.703221,2016-09-07T22:49:55,4
19,48.747002,2.406847,2016-09-07T22:49:55,3
46,25.723230,-100.371151,2016-09-07T22:49:52,2
23,26.235537,-98.197506,2016-09-07T22:49:49,2
41,39.748876,-84.087960,2016-09-07T22:49:47,4
133,49.255263,14.721818,2016-09-07T22:49:46,3
120,52.833164,-6.925155,2016-09-07T22:49:46,3
58,36.854353,-121.423788,2016-09-07T22:49:45,2
16,36.104052,-79.503385,2016-09-07T22:49:43,4
16,39.749238,-84.091921,2016-09-07T22:49:40,4
19,29.932334,-90.079531,2016-09-07T22:49:39,4
129,37.598953,-122.365967,2016-09-07T22:49:39,2
19,39.745117,-84.089776,2016-09-07T22:49:38,4
96,53.001768,6.555589,2016-09-07T22:49:37,3
74,25.722523,-100.370800,2016-09-07T22:49:36,2
21,43.771618,-79.209118,2016-09-07T22:49:35,4
96,43.769994,-79.210704,2016-09-07T22:49:34,4
